0,1
803,392
803,994
803,977
23,418
23,493
23,1058
23,1143
23,600
23,529
23,1091
23,1132
23,463
23,1000
23,198
23,771
23,80
1048,95
1048,857
1006,808
1006,438
1006,16
1006,418
1006,386
1006,554
1006,619
1006,771
1006,1094
1006,977
1006,47
1006,584
1006,583
1006,681
479,1091
479,355
479,957
479,1212
479,886
479,771
666,443
666,506
666,72
666,994
231,1054
231,781
231,680
231,493
231,20
231,886
231,846
231,13
231,655
231,553
231,836
231,919
1197,987
1197,1201
1197,640
1197,125
1197,8
1197,756
1197,808
1197,584
1197,814
1197,1065
1197,474
1197,977
1197,4
1197,1091
1197,198
1197,1054
1197,655
1197,164
1197,686
1197,20
1197,402
1197,1143
1197,287
1197,16
1197,1003
1197,744
1197,1063
1197,1094
1197,593
1197,796
1197,148
1197,832
1197,17
1197,726
1197,337
1197,658
1197,83
1197,91
1197,680
1197,473
1197,165
1197,416
1197,771
1197,184
1197,1062
1197,919
1197,634
1197,745
1197,554
1197,249
1197,1085
1197,553
1197,891
1197,588
579,456
579,977
579,747
579,287
579,411
579,249
579,1016
579,473
579,161
579,413
579,1143
579,763
579,95
579,686
579,744
579,1094
579,182
579,640
579,885
579,1211
579,756
579,1065
579,416
579,987
579,418
579,1091
579,232
1161,265
1161,692
1161,525
1161,91
1161,72
1161,1140
1161,1188
1161,1062
1161,593
1161,1191
1161,193
1161,687
1161,125
1161,977
1161,919
1161,1063
1161,1195
1161,1083
1161,765
1161,11
1161,369
1161,184
1161,941
1161,1003
1161,383
1161,12
1161,814
1161,1014
1161,56
1161,208
1161,588
1161,1078
1161,255
1161,405
1161,796
1161,287
1161,997
1161,752
1161,601
1161,680
1161,247
1161,697
1161,781
1161,1079
1161,787
1161,218
1161,519
1161,1207
1161,492
1161,87
1161,711
1161,672
1161,452
1161,747
1161,771
1161,994
1161,584
1161,418
1161,686
1161,931
1161,744
1161,1065
497,655
497,16
497,1016
497,842
497,977
497,394
497,182
497,1194
497,456
497,640
497,732
497,771
497,287
497,1091
497,198
457,1191
457,95
457,640
457,47
457,583
985,283
985,95
985,188
985,330
492,382
492,1168
492,525
492,31
492,959
492,999
492,145
492,765
492,697
492,1191
492,670
492,573
492,687
492,1032
492,645
492,633
492,935
492,588
492,961
492,880
492,1083
492,37
492,982
492,61
492,907
492,87
492,328
492,994
492,369
492,11
492,425
492,966
492,452
492,408
492,549
492,117
492,208
492,56
492,1078
492,931
492,1012
492,198
492,35
492,997
492,640
567,8
567,655
567,1132
567,259
567,619
567,487
567,943
567,1065
567,47
567,493
567,298
567,1104
567,148
567,789
567,1058
567,977
567,394
567,919
567,835
567,1179
567,131
567,1094
567,1121
567,182
567,771
567,1197
567,498
567,640
567,553
567,756
567,747
567,814
567,593
567,1143
567,686
567,1003
567,165
567,808
567,584
567,418
567,95
205,1091
205,1171
205,820
205,261
205,418
205,554
205,766
205,182
205,1132
205,940
205,355
205,744
205,1094
205,640
205,1045
205,532
205,908
205,482
205,438
205,1058
205,1143
205,1179
205,773
205,275
205,957
205,700
205,359
205,214
205,80
205,257
205,771
170,941
170,418
170,503
170,43
170,464
170,377
170,977
170,310
170,771
170,473
170,82
170,908
170,1142
170,1091
170,1000
170,1132
780,182
780,655
780,602
780,1072
780,977
780,1080
780,744
780,1091
780,640
780,940
780,819
780,259
780,43
780,95
780,987
780,131
780,842
780,857
780,892
780,1094
780,198
780,686
780,8
780,1054
780,615
780,47
780,1062
780,445
780,298
780,634
780,337
780,456
780,330
780,592
780,148
780,771
780,287
780,418
780,1208
780,941
780,1143
780,285
780,737
780,20
780,4
780,588
780,868
780,184
780,1201
780,626
780,919
780,1085
780,796
780,926
780,756
780,554
780,747
780,438
780,83
780,808
780,249
780,584
780,1222
780,1179
780,522
780,697
780,1065
780,1191
780,1211
780,525
780,680
780,548
780,1078
780,1146
1078,686
1078,125
1078,817
1078,184
1078,11
1078,206
1078,1087
1078,959
1078,1083
1078,680
1078,588
1078,525
1078,765
1078,1062
1078,1191
1078,670
1078,687
1078,977
1078,465
1078,601
1078,72
1078,1001
1078,211
1078,1207
1078,1079
1078,87
1078,787
1078,645
1078,208
1078,425
1078,8
1078,931
198,974
198,744
198,182
198,686
198,640
687,690
687,548
687,697
687,551
687,265
687,827
687,247
687,525
687,680
687,184
687,443
687,208
687,645
687,1014
687,724
687,1188
687,369
687,193
687,588
687,11
687,255
687,549
687,752
687,961
687,105
687,672
687,931
687,452
687,781
687,383
687,37
687,121
687,519
687,1207
687,87
687,833
687,465
687,1191
687,787
687,692
687,1195
687,994
687,12
687,408
687,73
687,727
687,480
687,1062
687,61
687,922
687,328
687,869
687,56
687,711
687,665
687,504
687,1140
687,1096
687,1079
687,230
687,1144
687,977
687,1083
687,47
687,1139
687,640
687,375
687,997
687,1065
580,182
628,1139
628,1065
628,355
628,1191
628,789
628,977
628,1094
628,474
628,529
628,588
628,1091
134,43
134,231
134,164
134,346
134,819
134,405
134,1179
134,783
134,530
134,926
134,1086
134,321
134,13
301,182
301,1091
301,280
301,560
301,473
301,420
301,1028
301,519
301,386
301,23
301,620
301,1165
301,766
301,1201
301,43
301,842
301,1179
1041,789
1041,632
1041,211
1041,544
1003,892
1003,47
1003,493
1003,113
1003,287
880,320
880,208
880,11
880,1191
880,35
880,525
880,959
880,999
880,119
880,1186
880,935
880,1049
880,343
880,37
880,907
880,328
880,369
880,425
880,813
880,588
880,1078
880,994
880,680
118,1065
