0,1
22,180
22,119
22,190
22,860
22,199
22,51
22,255
22,201
22,1076
22,334
22,53
22,1279
22,158
22,235
22,20
22,165
22,67
22,101
22,227
22,851
22,1077
22,166
22,381
22,264
22,857
25,867
25,73
25,674
25,280
25,133
25,84
25,211
25,724
25,721
25,437
25,975
25,10
25,365
25,117
25,93
25,1243
25,4
25,205
7,1285
7,95
7,60
7,1195
7,13
7,1160
7,825
7,186
7,1233
7,265
7,1290
7,149
2,1261
2,1230
2,995
2,1126
2,122
2,1133
2,998
2,19
2,1107
4,867
4,73
4,674
4,280
4,133
4,84
4,211
4,724
4,721
4,437
4,975
4,10
4,365
4,117
4,93
4,1243
4,205
28,287
28,38
3,63
3,882
3,114
3,830
10,867
10,73
10,674
10,280
10,133
10,84
10,211
10,724
10,721
10,437
10,975
10,365
10,117
10,93
10,1243
10,205
12,389
12,611
12,309
12,696
12,181
12,56
12,450
12,609
12,625
13,1285
13,95
13,60
13,1195
13,1160
13,825
13,186
13,1233
13,265
13,1290
13,149
27,162
27,326
27,286
26,360
20,180
20,119
20,190
20,860
20,199
20,51
20,255
20,201
20,1076
20,334
20,53
20,1279
20,158
20,235
20,165
20,67
20,101
20,227
20,851
20,1077
20,166
20,381
20,264
20,857
5,213
16,848
19,1261
19,1230
19,995
19,1126
19,122
19,1133
19,998
19,1107
14,778
14,773
14,43
14,446
14,798
14,220
14,776
18,444
11,304
11,263
11,676
11,102
11,61
11,72
11,71
11,139
11,926
9,1210
0,859
0,774
0,164
0,325
168,1148
304,263
304,676
304,102
304,61
304,72
304,71
304,139
304,926
63,882
63,114
63,830
239,483
239,509
239,502
239,530
239,1046
239,1121
239,438
239,229
239,1033
239,529
239,54
239,917
239,511
239,536
239,475
239,477
239,340
239,822
239,512
239,40
239,496
239,110
239,370
239,539
239,498
239,519
239,531
239,542
239,989
239,969
239,323
239,551
239,570
239,909
239,578
239,1171
239,905
239,666
239,380
239,197
239,400
239,505
239,973
239,219
239,499
239,315
239,489
239,784
296,91
215,823
215,294
302,849
302,647
302,708
51,180
51,119
51,190
51,860
51,199
51,255
51,201
51,1076
51,334
51,53
51,1279
51,158
51,235
51,165
51,67
51,101
51,227
51,851
51,1077
51,166
51,381
51,264
51,857
259,1118
259,1066
259,1054
259,1039
259,1041
259,1011
259,1251
259,1156
259,889
259,1128
259,1084
259,921
259,920
259,948
259,1192
259,1109
259,824
54,483
54,509
54,502
54,530
54,1046
54,1121
54,438
54,229
54,1033
54,529
54,917
54,511
54,536
54,475
54,477
54,340
54,822
54,512
54,40
54,496
