0,1
0,12
1,7
2,10
3,11
4,4
5,6
6,3
7,5
8,2
9,5
10,8
11,10
12,10
13,1
14,7
15,9
16,4
17,5
18,3
19,7
20,3
21,5
22,11
23,10
24,3
25,12
26,9
27,3
28,6
29,10
30,2
31,7
32,9
33,9
34,9
35,12
36,4
37,3
38,2
39,7
40,4
41,9
42,1
43,1
44,5
45,8
46,7
47,10
48,4
49,12
50,8
51,2
52,11
53,12
54,4
55,7
56,2
57,8
58,3
59,12
60,2
61,4
62,3
63,4
64,6
65,11
66,7
67,12
68,12
69,5
70,1
71,2
72,7
73,8
74,2
75,11
76,3
77,10
78,11
79,9
80,3
81,9
82,1
83,1
84,8
85,3
86,11
87,5
88,12
89,4
90,5
91,1
92,6
93,10
94,4
95,8
96,10
97,7
98,1
99,5
100,8
101,7
102,9
103,10
104,12
105,4
106,10
107,7
108,1
109,7
110,9
111,5
112,6
113,10
114,4
